"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"CSS","https://www.dembitskyi.com/uk/cases","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/package-service/anti-age-kompleks","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/package-service/mommy-makeover","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/package-service/plaskij-zhivit","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/blog","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/cases/likuvannya-varikoznoyi-hvorobi-nizhnoyi-kinczivki","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/package-service/vidkritij-poglyad","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/about","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/package-service/legkist-i-krasa-nig","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/contacts","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/botuinoterapiya","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/pidtyazhka-verhnih-i-nizhnih-kinczivok","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/blefaroplastika","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/fileri-na-osnovi-negialuronovih-spoluk","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/minifleboktomiya","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/skleroobliteracziya","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/mamoplastika","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/pidtyazhka-oblichchya","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/fileri","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/likuvannya-varikozu-lazerom","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/liposakcziya","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/abdominoplastika","https://www.dembitskyi.com/_next/static/chunks/be8d9b825eb8e702.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[1]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/anti-age-kompleks","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/mommy-makeover","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/plaskij-zhivit","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/blog","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases/likuvannya-varikoznoyi-hvorobi-nizhnoyi-kinczivki","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/vidkritij-poglyad","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/about","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/legkist-i-krasa-nig","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/contacts","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/botuinoterapiya","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/pidtyazhka-verhnih-i-nizhnih-kinczivok","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/blefaroplastika","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/fileri-na-osnovi-negialuronovih-spoluk","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/minifleboktomiya","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/skleroobliteracziya","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/mamoplastika","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/pidtyazhka-oblichchya","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/fileri","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/likuvannya-varikozu-lazerom","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/liposakcziya","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/abdominoplastika","https://www.dembitskyi.com/_next/static/chunks/4739f2f94136ed26.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[10]","Head","HTML"
"Image","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/image?url=%2Fimages%2Fimage%2042%20(Traced).png&w=3840&q=75","0","CTA Section Background","","0","Blocked by robots.txt","true","","","Root-Relative","//body/div[3]/main/section[3]/div[1]/img","Content","HTML"
"Image","https://www.dembitskyi.com/uk/blog","https://www.dembitskyi.com/_next/image?url=%2Fimages%2Fimage%2042%20(Traced).png&w=3840&q=75","0","CTA Section Background","","0","Blocked by robots.txt","true","","","Root-Relative","//body/div[3]/main/main/section/div[1]/img","Content","HTML"
"JavaScript","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/static/chunks/4848648da98eccef.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[17]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services","https://www.dembitskyi.com/_next/static/chunks/4848648da98eccef.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/anti-age-kompleks","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/mommy-makeover","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/plaskij-zhivit","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/blog","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases/likuvannya-varikoznoyi-hvorobi-nizhnoyi-kinczivki","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/vidkritij-poglyad","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/about","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/legkist-i-krasa-nig","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/contacts","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/botuinoterapiya","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/pidtyazhka-verhnih-i-nizhnih-kinczivok","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/blefaroplastika","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/fileri-na-osnovi-negialuronovih-spoluk","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/minifleboktomiya","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/skleroobliteracziya","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/mamoplastika","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/pidtyazhka-oblichchya","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/fileri","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/likuvannya-varikozu-lazerom","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/liposakcziya","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/services/abdominoplastika","https://www.dembitskyi.com/_next/static/chunks/226f9d0f6a43b85d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[6]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[3]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/cases","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/botuinoterapiya","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/pidtyazhka-verhnih-i-nizhnih-kinczivok","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/blefaroplastika","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/fileri-na-osnovi-negialuronovih-spoluk","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/minifleboktomiya","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/skleroobliteracziya","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/mamoplastika","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/pidtyazhka-oblichchya","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/fileri","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/likuvannya-varikozu-lazerom","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/liposakcziya","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"CSS","https://www.dembitskyi.com/uk/services/abdominoplastika","https://www.dembitskyi.com/_next/static/chunks/c72f15bea8a9394f.css","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/link[2]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[18]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[17]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/anti-age-kompleks","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/mommy-makeover","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/package-service/plaskij-zhivit","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/blog","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
"JavaScript","https://www.dembitskyi.com/uk/cases/likuvannya-varikoznoyi-hvorobi-nizhnoyi-kinczivki","https://www.dembitskyi.com/_next/static/chunks/a6dad97d9634a72d.js","0","","","0","Blocked by robots.txt","true","","","Root-Relative","//head/script[16]","Head","HTML"
